text,category,category2
@addaleax the callback is basically an empty async function() {} and the Rust code invokes .then() on its return value to schedule another threadsafe function execution.,clarifying,
"@jkleinsc I see. It seems like the only choice given was ""All repos"" or ""Public repos only""",clarifying,
"Choosing ""Public repos only"" asks for read-write access to all public repos:",clarifying,
"IIRC the problem is with Github's OAuth not having granular control over specific repos, but I guess in the meantime it shouldn't be much trouble registering a separate account if access control is an issue.",clarifying,
hm... https://source.chromium.org/chromium/chromium/src/+/master:components/spellcheck/renderer/spellcheck_provider.cc;l=310;drc=c83ae1d48c762639e626be9be0c77a209fdea359 is a reference that uses the routing id. there are other places in the code that use kNoTag. cc @MarshallOfSound for further review,clarifying,
It seems to be used in the macOS platform spellchecker impl: https://source.chromium.org/chromium/chromium/src/+/master:components/spellcheck/browser/spellcheck_platform_mac.mm;l=201;drc=da08b7363d0947b0e7d98c5282b4cca513f62100,clarifying,
"For context, we render markdown content created by end users. We'd like to support",clarifying,
"If I understand correctly, custom protocol provides many advantages over file:/// for serving app resources:",clarifying,
"I think it should be hard to configure bad custom schemes in electron, if the api were to make local as exclusive from other privileges (i-e) throw proper error messages, it should be fine.",clarifying,
"I think that should be fine for most use cases. I imagine in the most common case, it would disallow https:// pages access to include things from my-app://, which may even be considered a desirable behavior. It should be blocked by CORS anyway assuming the developer hasn't disabled CORS.",clarifying,
"Yes WebSecurityPolicy is only meant to be accessed on the renderer side and the RendererClientBase::RenderThreadStarted is ideal point to invoke it, mainly because the policies need to be configured before the document starts loading.",clarifying,
Reason I asked the api to be on session is because the origin list can be shared across different webContents using similar session. Also we don't want this api on the renderer side (for ex: via webFrame) because the renderer contents can be untrusted and should not get access to this powerful api.,clarifying,
"Since this api might require a patch to network_context.mojom for updating the access list dynamically and also the api form needs a bit more discussion, looping in @electron/wg-api members",clarifying,
"If I understand the code correctly, SetCorsOriginAccessListForOrigin calls CorsOriginPatternSetter::SetLists on each partition, which proxies to partition->GetNetworkContext()->SetCorsOriginAccessListsForOrigin.",clarifying,
Saw a package named cpplint on pip but not sure if that's compatible with the current python 2.7 setup.,clarifying,
"I think we need a discussion over Database connection String
 
 currently it works like we have to just update ENV files variable on tmp.variables.env the dockerfile will be rename the file to .variables.env",problem,clarifying
"and the command to run the docker-compose.yml will be
 
 docker-compose up",problem,clarifying
"@deepak1556 Upon further debugging, I believe that the CanDisplay() check only uses the local WebSecurityPolicy as a shortcut for checking, and the request only makes it to the shared network manager process if this check passes in the first place. Thus we're pretty much stuck passing it through AppendExtraCommandLineSwitches like we do for schemes.",clarifying,
"@zcbenz That is mostly correct. In my experiments, only applying the WebSecurityPolicy API directly from the renderer's side had an impact over the file:/// block. (As described by #24849 (comment))",clarifying,
Some more observations that may be relevant:,clarifying,
Code duplication (default search path) will be eliminated when Windows will be supported.,clarifying,
Any. Any required asar file is validated and search path is limited to ensure that check is not bypassed. If asar file is not listed in the checksums — error is thrown.,clarifying,
With this implementation AFAIK this would stop working because it would attempt to validate the plugin ASAR files against the AsarChecksums key and it wouldn't exist in that key even though app.asar would.,clarifying,
Nope... Okay I need some time... Actually Im not well today... I will do it as soon as possible,personalresponsibility,statusofactions
"No doubt, that's why it is fixed in the Electron and not in the userland. It is on the native side. Not in the electron.asar Processed and embedded into the executable by js2c.",clarifying,
"Error printed to stderr, process exit. If only user asar file corrupted (not electron.asar), you will get also error dialog.",clarifying,
"So, according to my experience, electron-builder smart unpack algo doesn't unpack native node modules. It is part of ASAR file. And, so, this PR protects native node modules also.",clarifying,
"@groundwater thanks for links. Adobe AIR is dead. For users self-contained app is better — no dependency on some extra app manager. Ok, it is another story.",clarifying,
"Technically, generic implementation of code signing requires identity validation. It can increase app start time and will duplicate OS implementation (as result, can lead to some extra sources of bugs). It will also complicate build tools (now we just compute sha512 checksum).",clarifying,
"Because as @timfish already pointed above, the question is not correct. macOS does code signature check on each run, but not full static, only dynamic (Info.plist, executable).",clarifying,
"If the app was first signed with the developer certificate, then you replace that app executable with another one signed by your certificate, it will fail the check.",clarifying,
"However, if you have access to the original signing key, of course it will bypass any validation since you are signing the whole package including malicious code and replacing the other package.",clarifying,
"But bear with me... If you are dealing with application development that requires tide security procedures, that key will be heavily secured without human access.",clarifying,
"Again, it is not this PR will make the application hacker proof. It is just one of the several procedures to make your system safer.",clarifying,
"This means that on macOS, there will be no way to modify an electron app without triggering Gatekeeper. This will put electrons protection at the same level as ""any other signed executable"".",clarifying,
"There are a lot of ""if"", but right answer is the absence of question. I can spend time and answer to all your ""if"". But it doesn't worth it. Ok, if my point is still not clear, let's explain:",clarifying,
"The same scenario, but app Foo is not native, it is Electron app.",clarifying,
"And so, user has a question to Electron team — why OS standard protection doesn't work? ""User adds Foo app (native) to white list of Firewall"" can be replaced to ""Sysadmin blocks all publishers and only apps from limited set of publisher can be run"" and to numerous other cases, where user/sysadmin relies on code signature.",clarifying,
@develar @timfish We've already established that macOS will refuse to run a modified bundle when it is downloaded from the internet (see this comment). This is the case even if only the .asar file has been modified.,clarifying,
"@poiru Sorry if it is not clear from comments above — macOS does dynamic validation on each app run. Info.plist is one the files that is checked during dynamic validation, as stated in the PR description (see ""3. Keep code integrity data in"").",clarifying,
Cherry picked and merged into k8s-1.22-compatibility branch Refer #857,statusofactions,
I believe the both OSes (Windows and OSX) are not naive to the point to only check the first run and if the package was downloaded from the internet. That would indeed be ridiculous fail.,clarifying,
"@develar I don't think it's performed on each run. It's definitely cached in some form. And in any case, if the attacker has write access, they can just remove Contents/_CodeSignature/CodeResources and get on with it.",clarifying,
"Like I said... Again, it is 1 of the security measures people should take. It alone won't make your app hacker-proof. But that doesn't mean it is useless as people are stating here.",clarifying,
It seems like this discussion has already been had with some Apple engineers here:,clarifying,
"Reality is that System Integrity Protection is enabled only for apps downloaded from AppStore. So, Apple, as far I can judge by this fact, also thinks that additional level of protection is good and necessary.",clarifying,
"macOS High Serra doesn't mark app as damaged if Info.plist modified anymore (for apps from AppStore you will get https://gist.github.com/develar/820f0c9620eafb5dd36a110117e79c29, thanks to SPI) (for previous versions it was ""prevent run on macOS sometimes"", see PR description). App identification still will be invalidated (e.g. access to Keychain will be blocked), but need to investigate to make sure.",clarifying,
"But... even if SPI is enabled, I can change app.asar in the Slack.app from AppStore (but in this case I need sudo to change file permission (because app from AppStore has write permissions only for system)). Modifying MacOS/Slack binary file leads to damaged app.",clarifying,
"I can confirm that setting the com.apple.quarantine extended attribute on the app file causes Gatekeeper to re-check the app on run and re-prompt the user about the application stating that ""it's from the internet"".",clarifying,
"However, if the app has been modified in any way (even 1 character change in app.asar), the signing is broken and instead I am told the app is ""damaged and can't be opened"" and only offered an option to ""move it trash"".",clarifying,
I believe the server-side decoration protocol requires the client to essentially opt-in:,clarifying,
"I believe these issues are not ""blocking"" per se because:",clarifying,
"Weston, the reference implementation, doesn't - even those that support zxdg_decoration may not always use SSD (if ever)",clarifying,
"Maybe I'm wrong about the other points, but at least this one could be right, as explained in this comment :https://gitlab.gnome.org/GNOME/mutter/-/issues/217#note_357576
 
 And weston has no real userbase I would say ;)",clarifying,
"@refi64 It depends, but broadly speaking, no. It's worth trying anyway though, as sometimes you'll get a friendly reviewer and/or you can make a case for why it should be merged anyway (e.g. chromium might use it in the future; it sounds like there is a potential path there based on an argument that their window decorations should be better on wayland?)",clarifying,
Wrong Branch,problem,
"I am trying this out with Slack, which currently runs on electron 18.1.0 from what I can tell.
 
 For me, Slack window does not take all space when maximised - it leaves quite significant margins all around (18-21 px). It is fine when tiling to the left or right.
 
 This is on GNOME 42.2, Fedora 36. I've tried disabling dash-to-panel which I use.",clarifying,
I see the exact same behavior. I'm using Arch and am also on GNOME 42.,clarifying,
"Zoom was set to 125%, with 100% those tests passed. Thanks.",clarifying,
"@kevinsawicki
 
 http://208.52.191.140:8080/job/electron-osx-x64/4561/console :",clarifying,
BTW those issues are #10279 and #10280.,clarifying,
"@stanleyxu2005 no, it can't be automated.",clarifying,
Hardcoding -ldl is not ideal as that isn't used on all unix-like systems.,clarifying,
"Closing this, has been fixed and merged in stable dt19 v3 version",statusofactions,
"Not that I could see; on contrast to scanblocks, the filter set is created from wallet-internal source rather than external user input and also has to be updated continuously.",clarifying,
"Feels like a footgun. Would rather a param that migrates without ""loading"". But I suspect extending this to support legacy wallets (outside the scope of this PR) wouldn't be very hard either.",clarifying,
"Looks like it's still required for at least 32-bit Linux, using GCC 11 Clang.",clarifying,
See also the CMake implementation of this check: hebasto#50.,clarifying,
"Yes, this patch is reducing the value.",clarifying,
The same holds for mutating block files.,clarifying,
"In the User access section, while assigning permissions to an environment, I can see the same set of duplicated environments there as well.",clarifying,
"Also, this way we're closer to the reality (following what RPC does to set it).",clarifying,
I did not check the performance difference against 7e64430,clarifying,
"Just for context: For testing I used -datacarriersize=9999999 and then put the following nulldata raw() descriptor into the mempool.dat: raw(6a4458354f2150254041505b345c505a58353428505e2937434329377d2445494341522d5354414e444152442d414e544956495255532d544553542d46494c452124482b482a). On current master I got several hits by different virus scanners. On this pull, all virus scanners were green and didn't put the mempool.dat in the quarantine.",clarifying,
"I might have misunderstood the issue, but it mentions the unification of the error string.",clarifying,
"in test/functional/rpc_net.py on line 212
 
 because we shortly after assert that there is only 1 added node added",clarifying,
"One other point is that last time I looked, lld only implemented a placeholder option for -bind_at_load, and I'd assume at this point, they won't bother actually implementing it, so after #21778 this flag will be even more of a no-op.",clarifying,
@idivyanshbansal what do you mean by mirroring changes i happen to simpilify the boolean expression here,question,
"Moreover, the linter code already has a bunch of random dependencies, so adding one more shouldn't be an issue? Finally, it is entirely optional, and already run by CI, so no one is forced or even encouraged to run it. (Personally I can't recall the last time I've run any linter outside of testing one after writing the code for it.)",clarifying,
"I try always to remember running linters locally before submitting a new PR (sometimes I fail and forget, need to admit).",clarifying,
"I'd love for Rust to be ""backdoored"" into the project, but I am not sure if adding yet another linting infrastructure is the right way to do this.",clarifying,
"The git grep-based linters obviously assume some kind of formatting, but I think this is fine. Otherwise we'd have to rewrite the locale linter to clang-tidy, because someone could write std :: to_string to trick the linter? (Same for the other linters, such as the assertions or includes linter). Maybe for critical stuff we could consider adding both, one using git grep and another using clang-tidy, but I don't think we have any ""critical"" linters yet.",clarifying,
Standing Concept NACK to Rust while it has security issues (unbootstrappable),clarifying,
Currently the following is used:,clarifying,
"I guess in my mind they are the same thing. clang-tidy is just a more sane form of linting infrastructure, compared to a lot of what we currently use.",clarifying,
"Guix is shipping rust, according to https://packages.guix.gnu.org/packages/rust-cargo, so it can be bootstrapped on all systems that can be used to compile release binaries. I am not aware of any requirement nor efforts that the linters must be as bootstrappable as the release binaries, but at least the ones in this pull are, so that alone seems sufficient. On top of that, NixOS ships rust: https://github.com/NixOS/nixpkgs/tree/nixos-23.05/pkgs/development/compilers/rust, there is also mrustc for amd64 and gcc-rust (experimental), and maybe others that I've missed.",clarifying,
"This program makes use of GlobalizationPreferences.Languages from WinRT library, which is available since Windows 10 as with the Preferred Languages setting itself.
 
 We can try this method first, and if not supported by the running OS, fallback to GetThreadPreferedUILanguages.",solution,clarifying
"In any case, if there is a requirement that the linters are bootstrappable on some architectures, at a minimum it should be documented. Currently, they are literally hard-coding the requirement to linux.x86_64, see",clarifying,
"Finally, the wrapper/driver code is simply calling git grep, meaning anyone can just directly run the git-grep command directly on any system that ships with git, with no need for bootstrapping rustc, or even compiling any lint code.",clarifying,
"I would just like to remove the code. I don't see how that is predicated on, or needs to wait for a Rust based linter. Happy to ACK the first commit.",clarifying,
"Further down, it's used to set DOCKER_HOST (in two places);",clarifying,
And I see this printed in the logs;,clarifying,
"So, testutil creates the client here;",clarifying,
Which uses FromEnv;,clarifying,
Can you move the language preferences code into separate files and then reference it here? Like this:,calltoaction,solution
Which uses WithHost();,clarifying,
"Which calls sockets.ConfigureTransport(transport, c.proto, c.addr)",clarifying,
"I'm a bit unsure if we should export the httputils version and import that into a pkg/. Looks like currently the api/server/httputils package is only used inside the API, importing it into pkg/ may not be desirable for three lines of code",clarifying,
"Agreed there's some redundancy, but it's a unit test, and this test runs in 3ms on my machine; whole file takes less than a second;",clarifying,
"This is pure speculation on my part, but perhaps the original intention was to have multiple drivers support similar semantics. Or maybe it just predates driver-specific labels.",clarifying,
"Also note that com.docker.network.host_ipv4 is an undocumented feature. I'm not sure how many users actually depend on it, or whether those users assume backwards compatibility will be preserved. Maybe it would be acceptable to simply rename the label. I suspect not.",clarifying,
Let me bring this one in.,clarifying,
"Minimal change seemed like the best plan for my first commit (!) ... but factoring the ""switch"" out into a function that returns something to say whether to copy the metadata would make the intention hard to miss.",clarifying,
"(There might also be scope for speeding up regular-file copying by doing some of the i/o bound work in parallel on a pool of worker goroutines. But, speeding up the BusyBox-based integration tests seemed like a quick-win worth having, and I wasn't sure whether there was any driver to try to go further.)",clarifying,
See also: https://en.wikipedia.org/wiki/42_(number)#The_Hitchhiker's_Guide_to_the_Galaxy 😛,clarifying,
"An equals sign will be required here in Terraform 0.12 and is backwards compatible with Terraform 0.11. For operators, this configuration update will be detected with the terraform 0.12upgrade command.",clarifying,
"Likely well after this pull request was introduced, we switched the majority of the codebase acceptance testing from resource.Test() to resource.ParallelTest()",clarifying,
@byquanton Can you share the following information?,calltoaction,
"Likely well after this pull request was introduced, we switched the majority of the codebase acceptance testing from resource.Test() to resource.ParallelTest()",clarifying,
"Supporting documentation:
 
 https://aws.amazon.com/about-aws/whats-new/2018/12/amazon-rds-supports-postgresql-logfiles-publish-to-amazon-cloudwatch-logs/
 
 https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.Concepts.PostgreSQL.html#USER_LogAccess.PostgreSQL.PublishtoCloudWatchLogs",clarifying,
"Until this feature go live, I find no other option to generate / maintain a PCA signed certificate without importing via command line.",clarifying,
"Rebuild it again, and now it works.",statusofactions,
"No specific use case, removing. I didn't know the philosophy on including lesser used field for completeness vs being a bit more concise.",clarifying,
which brings me to two other notes:,clarifying,
The AWS docs say that targets may have up to 50 items now:,clarifying,
@ziggythehamster The docs for CreateAssociation I linked above still shows a maximum of 5. I tried setting the max to 50 and ran a test with 6 associations:,clarifying,
"Additional information, this only occurs when using multiple load balancers in the ECS service definition.",clarifying,
"@guerremdq I assume that the endpoint isn't recreated when you change the model because theaws_sagemaker_endpoint_configuration resource -- the only direct dependency to the endpoint -- doesn't change (even though it's recreated, but the name stays the same).",clarifying,
"is meant to explain why - We don't want to create the requester's options until the accepter has accepted.
 
 I'll move the comment onto the line above the code.",clarifying,
"Setting up cross-region acceptance testing is a pretty complicated undertaking (see also: TestAccAWSRDSCluster_EncryptedCrossRegionReplication). 😅 Since the implementation in 9b7a9b0 is only halfway there and has a few other little issues, opting to merge this pull request, but revert that commit until we can get a full, new test setup, preferably separate from the existing ones.",clarifying,
macOS failure is due to the PR coming from a fork. Approving for master 👍,clarifying,approval
"Concept ACK fwiw
 
 As additional motivation, I imagine this would also make it easier to change the internal implementation of CTxMemPool without touching all these files.",clarifying,approval
"I don't think bit flags make sense in this context, because the mempool.dat frequently changes and is at most expected to be read by the previous version. However, your suggestion to use a setting makes sense. The setting could have several options, like ""write version 1 mempool.dat"", and ""use 0 for all random numbers"" (if needed), and ""use prng"".",clarifying,approval
"""You don't need to delete the 'missing translations' file because it will be generated by a tool anyways.""",clarifying,calltoaction
"Hello @polymahh, thank you for trying to test, As this was a public component I didn't know where to use it, so I tested the component with fake data, Please help me with the following questions,",clarifying,calltoaction
"Wasn't aware of such roller-bot issue, please then disregard my request to reset the changes.",clarifying,calltoaction
You can verify that my changes have no impact when sandbox flag is off: the render process is properly restarted.,clarifying,calltoaction
"I suppose that changing them in TransactionDescriptionString will also affect listsinceblock and listtransactions. So, I think would be appropriate to update the PR title/commit message?",clarifying,calltoaction
"oops, just pushed an update with your suggestions (#29246 (comment), #29246 (comment)) ptal 😄",clarifying,calltoaction
"Regarding the preload scripts, I understand your explanation but I'm a bit confused that nodeIntegration being disabled in child windows means preload scripts not running for those child windows, as that is not the case when nodeIntegration is disabled for a root window - the preload still runs and can do useful stuff even though require is then unavailable in the main world. Also, in sandbox renderers, nativeWindowOpen is implied true, nodeIntegration is implied false and the preload scripts are executed. But this seems to be another discussion. Approving from my side but still requesting a review from @deepak1556 who's knowledgeable in this area.",clarifying,calltoaction
"@sunknudsen I have only tried it once for testing if it fixed the screenshare issue on a Discord Client, have not checked if it actually spits any errors while running. You can see the entire 40 second video i recorded of me trying it in Vencord/Vesktop#40, just so you know what exactly i did. It worked for me, even tho it was tedious to use. So if there was an error, it wasnt a fatal one (like Segmentation Fault typically is).",statusofactions,clarifying
no problem at all. no i don't but i just made and account - ill join server from the link in the repo,clarifying,personalresponsibility
"Because the release tag was 2 days ago. Let's hope that everything works, if not, then I need to cherry pick your commit for v1.7.0",clarifying,personalresponsibility
@polymahh Thank you. I think it's because the message I have sent from the backend.I can also change the message if the message is not perfect.,clarifying,personalresponsibility
"These need to be overridden in atom/browser/native_window_views.h and atom/browser/native_window_views.cc as well, currently failing on Linux CI with:",problem,solution
"Yeah, many other Electron APIs behave like this, I think this is something to improve upon and provide more consistent errors/checks but we'd do that module by module for Electron 2.0.",clarifying,personalresponsibility
"My VM has 16GB RAM, not sure if that's enough, I'll reboot it with 48GB after to see.",clarifying,personalresponsibility
"That's right, I've tried a couple of times removing that file and resuming build - suspecting it may be a hardware issue, I'm formatting a new SSD to install a fresh OS and setup from scratch. Will report back once that's done.",clarifying,personalresponsibility
"@seanzer Please note ""Implemented for macOS only for now, I want to hear your feedback."" I am going to add Windows support as soon as Electron maintainers will approve my idea.",clarifying,personalresponsibility
"Although not always, because the 32-bit CentOS build using GCC 11 compiled fine. Will adjust the docs.",clarifying,personalresponsibility
"The com.docker.network.host_ipv4 option is only used by the bridge driver so far. I'm cooking up an idea for an ""egress"" network driver which would also do masquerading/SNAT and therefore could respect that generic netlabel option, and .host_ipv6. Given #43197, keeping the options generic allows users to configure the default SNAT address(es) on a host for all drivers that SNAT/masquerade.",clarifying,personalresponsibility
"Actually, I was originally looking for an equivalent of SiteInstance::CreateForURL that’d keep the BrowsingInstance but could not find it, so I had to use GetRelatedSiteInstance.
 
 I will try to implement a SiteInstance::CreateRelatedSiteInstance as a patch and see if I it keeps the window.opener while forcing restarting the process. @ppontes would that work?",clarifying,personalresponsibility
"On iOS, received files are saved into the app directory. It will be displayed as (LocalSend folder). I don't have an iPhone ready so I cannot show you this at the moment.",clarifying,problem
"Yeah it's interesting, a named pipe implementation (that transfers all serialisation / deserialisation responsibility to the dev) is about 3x faster on the throughput side for me, and lower latency as well, however I'm getting weird cases where it just won't connect on Windows, specifically on the first 'install' of Electron.",clarifying,problem
"As far as I can see, when you run Update.exe --download it will check RELEASES and if an update is available will download the .nupkg file and finally emit update-available. Then you run Update.exe --update that will download again the .nupkg file (according to my tests), will run the new application version with --squirrel-install and finally emit update-downloaded. I can see two not-optimal behaviours, but I'm not sure yet if we can fix it:",clarifying,problem
"macOS apps only have vibrancy when they are focused, try it with any other macOS app. Does the app maintain focus when the docked devtools are focused?",clarifying,calltoaction
"@YurySolovyov
 
 It's not a TODO, just a comment ) skip() called in the before hook will not work. I guess it's Mocha's bug.",clarifying,problem
"My feeling is that GetRelatedSiteInstance is less restrictive than IsSameWebSite for some particular cases: it prefers keeping the same SiteInstance.
 
 For instance, my guess is that from file://a to file://b, GetRelatedSiteInstance will keep the same SiteInstance while we were creating a new one previously.
 
 If some tests (like the test-case about temporary zoom) were relying on file://a-> file://b to simulate cross-origin situations, they now are abusively failing.",clarifying,problem
"I don't mind explicit resource management, we were destroying BrowserView using BrowserView.destroy before. The problem is:",clarifying,problem
This is an issue in our case because we dynamically create BrowserViews and use them as tabs in our application.,clarifying,problem
"DispatchOne() contains a CallbackScope around the relevant JS function call, which results in the microtask queue being run, so that’s already happening here (unless Electron suppresses that somehow? In which case I think that’s the real bug here). But yeah, the microtask queue should always already be empty when uv_run() returns.",clarifying,problem
"@addaleax I don't know, sounds like the call happens only on destructor and this in turn happens only after uv_run() leaves. So if the threadsafe function was queued from there - it wasn't called from uv_run().",clarifying,problem
"This only checks the JavaScript part of reading asar archive, when you load a page in asar archive via file:// this check will not work.",clarifying,problem
"I think fuzz can generate subnets with a zone identifier, like: ""676:c962:7962:b787:b392:fed8:7058:c500%2038004089/121"", which is a valid one. However, the lookup call might change the zone identifier. In my machine (macOS), ""676:c962:7962:b787:b392:fed8:7058:c500%2038004089/121"" becomes ""676:c962:7962:b787:b392:fed8:7058:c500%31097/121"" after lookup and it makes the assertion fails.",clarifying,problem
"@alexeykuzmin regarding #15016, this PR rebased on master and in branch log i see that branch includes 918488a commit that should fix build breakage, however build is still broken.
 
 Anything else i'm missing?",clarifying,problem
"Jup, that is what I mean when I say we don't want to pull in a leveldb dependency into this test, unless there is a reason. leveldb has different code paths depending on the operating system. You are using macOS and I was using Linux. I presume you'll be able to reproduce if you also use Linux. Alternatively, you can try to run the test in a loop on macOS, but I can't do that, because I don't have macOS.",clarifying,problem
"Hi @julienduchesne and everyone watching this pull request. 👋 Very sorry for the lengthy delay before review. ACM testing is a bit of a hassle at the moment since it requires real, public domains and working against ACM per year limitations. I was able to verify this, along with a variation of the bug fix #5472. Thanks so much @julienduchesne for your work here! 🚀",clarifying,problem
"@gsnilloC antd doesn't support swahili at moment , i will close this pr",clarifying,proceduralsuggestion
"However, the intention of #15213 was to make sure we don't have several node integrations in a single render process. Given the fact that cross-site navigation creates a new render process, we could implement this intention differently.
 
 I think, though, it's outside the scope of this PR but LMK if you disagree, I'll make the necessary.",clarifying,proceduralsuggestion
"I'm not sure why there would be any issue, given this is a subdependency, of something we don't even use in signapple any more (so only installing has to succeed), and it can ultimtely be removed (I will open PRs).",clarifying,proceduralsuggestion
"""I wasn't sure what to do regarding the Error that StrongSecret::from_str(s) could produce (Infallible). I guess I could have also made the associative type Err in FromStr to be type Err = Box<dyn std::error::Error>; but I feel like the current approach makes more sense. Otherwise, I would have had to box CCValError. Also, please advise if the test should go into their own module or if it's okay to keep them in the file as is.""",clarifying,question
"I refactored a bigger chunk of the code when I was moving Strategy trait over from masking, because I realized that there would otherwise be two places for CardNumber, the new one in crates/cards and the one that was in common_utils:pii. Since quite a few places were using common_utils:pii::CardNumber i replaced that everywhere with the new cards::CardNumber. I also moved the test regarding masking of CardNumber to cards::validate. Creating a secret from a valid and a non valid CC number works when specifying Strategy of CardNumber:
When creating a CardNumber the inner value is a StrongSecret which uses the WithType Strategy per default which seems to work as well.
Still not really sure how to use the error properly, i.e. what to do in the masking case when the CC number is not valid. Right now it's masked just as a valid CC number.
Also I wasn't sure what you meant by this.
Let me know if this works for you and what to change. Or if this is too much I can always go back to the previous commit and just add the stuff that you mentioned in your earlier comment.",clarifying,question
this was already there prior my development. Should I remove !!,clarifying,question
"This new logic applies cross-platform, though - is there a situation where we'd need this index?",clarifying,question
"The locker is there because the sandboxed_renderers_ set is read from CanCreateWindow(IO thread)/ShouldCreateNewSiteInstance(UI thread) and written by RenderProcessWillLaunch/RenderProcessHostDestroyed which are both UI thread. BTW what is the simplest logic for determining which thread a method is called on, when no header comments are available? (other than printing the thread id to the console)",clarifying,question
"Additionally, looking through Chrome's code, it looks like it only opens one socket per Preconnect message. Can you expand on why you need more than one?",clarifying,question
"@zcbenz removed APIs are marked experimental (mostly, though I think the one omission is a mistake and should have been marked experimental). Do we still list breaking changes when APIs are experimental?",clarifying,question
"So to get the parent, I need to get the BrowserWindow based on the event sender WebContents. How should I achieve that without those methods?",clarifying,question
"I'm not sure if it makes much sense for Node.js, since there is no extra cost for waiting for a next uv loop iteration there. @addaleax could you take a look a the patch? I'd appreciate to hear your opinion on this issue.",clarifying,question
"@indutny Right, but … my point is more like, after the if (popped_value) { ... } the JS callback and its microtask queue have run already, so you would know for sure whether there are new entries in the queue?",clarifying,question
"I see. As an extra sanity check, I think this could be a great idea. Maybe we don't even need that idle handle check if there is a limit to the execution count anyway (cc @deepak1556 @codebytere )? Correct me if I'm wrong @addaleax, but Node.js uses 1000 as a limit for same tick message processing and maybe Electron should do here the same?",clarifying,question
"Well… if has_tick_scheduled() is true, it should call the next tick queue, which then runs microtasks at its end, so I think this should be fine even in Electron?",clarifying,question
"With the above conditions, an example app scheme configured with local privilege will behave exactly like another file scheme. Would this still serve the purpose for your app ?",clarifying,question
"Right, almost forgot: there are also 2 TODOs in the source, related to an accessibility string define that's present in Chromium but missing here + GetStringUTF16 crashing, does Electron...""trim"" out accessibility strings from Chromium that it doesn't use?",clarifying,question
"Why? IIUC correctly, it only stores integers and floating point number calculated locally, or am I missing something? peers.dat may be a better choice for XOR?",clarifying,question
"The tradeoff is obviously the readability of the code and that there might be some declaration edge cases that are not caught by them. A simple git-grep will always be a decent catch-all, but might miss certain declarations, or be unable to distinguish between comment and code. What do you think?",clarifying,question
"However, the crash message that you're seeing is expected if you don't apply the updated desktop_media_list.patch. Did you run gclient sync -f to reapply the Chomium patches after you applied my patch? Can you verify that chrome/browser/media/webrtc/native_desktop_media_list.cc reflects the changes made in this PR?",clarifying,question
I have also learned that preview widgets are ignored in the Native API. What should be the best course of action regarding that? Leaving the preview widget code in regardless of what dialog is actually being used seems best to me instead of making conditional checks around the code.,clarifying,question
"""I think the http:// scheme is initially added to workaround a python bug. Some software doesn't work with http://, some others doesn't work without http://. Prepending http:// is legit, so why not report it to the broken software instead? For proxy exception, some users may want to customize it (e.g. bypassing localhost.ptlogin2.qq.com). How about leaving it as is (do not override it on starting/stopping)?""",clarifying,solution
"""The official example provides the prefix, so the problem should be in the application that does not work.""",clarifying,solution
"@chandra1899 sorry i wasn't clear, just make the SideContent component in a new file ... /src/components/SideContent so we can import it in login and register page since it is the same in both
 
 and use MailOutlined instead of UserOutlined for the email input icon",clarifying,solution
"Yep the server catch the empty string error but if you input the empty string for the input, it will bypass the validation in Form. I think we need to handle this on in FE.",clarifying,solution
@kevinsawicki It's not related to NSView or vibrancy.This is a common behaviour of transparent windows on platforms that I tested (Win10 and macOS). Create a vanilla transparent window then open dev tools. Transparency will probably break. I say probably because I had times when it didn't break.,clarifying,solution
"I tried modifying the benchmark to send 10 1MB ArrayBuffers instead of 10000 small objects, and found MessageChannel to be about 10% faster:",clarifying,statusofactions
"Without green builds we can't look at merging this, you can run the tests locally with npm run test to verify before pushing to our CI.",clarifying,solution
"@Mike-Dax update, I was able to get the changes merged upstream into Blink: https://chromium-review.googlesource.com/c/chromium/src/+/2112954, so we'll pick them up in the next Chromium roll. After that, throughput should be similar between MessageChannel and sendTo for small objects. Performance for large arrays should be much better over MessageChannel. And end-to-end latency ought to still be better over MessageChannel; I'll try to find some time to set up a benchmark for that.",solution,personalresponsibility
There isn't currently an easy way (that I know of) to link the version of Electron you built with an the electron command in another module. Whenever I test I just copy the output of the electron build to node_modules/electron/dist in whatever project I want to use it.,clarifying,solution
"Ah ok, although NSButton uses image I think. I guess these icon specs should work?",clarifying,solution
"The docs seem to imply that it would just return metadata, but it isn't totally clear. If it is actually downloading the file, seems like --install would be the way to go. Did you try that?",clarifying,solution
ipcRenderer is only available if your preload script exposes it as a global variable. The preload script is executed in the scope of an anonymous function before any javascript from the web page is loaded. The only way ipcRenderer is available to javascript loaded by web page is if you do something like this:,clarifying,solution
"UPD Files with ""_mac"" suffix are already fine, they won't used on any other platform,
 
 but I guess we need to filter the other files too.",clarifying,solution
@AdrienFery Electron uses the macOS 10.10 SDK to build (see https://electronjs.org/docs/development/build-instructions-osx#macos-sdk) which is why the build failed in CI. This code change needs to be compatible with the macOS 10.10 SDK.,clarifying,solution
"@sferoze In StoreKit, In-App Purchase doesn't have any subscription method. You can use subscription directly with this implementation.",clarifying,solution
